comment,emo
"其实森林人的确没啥太多亮点,看了傲虎和力狮的内饰感觉森林人比较挫.但是小森的操控很喜欢,反正我开了几个车,觉得操控性小森还是很舒服的.这车小问题我觉得是有点的,但是也不至于一无是处对吧LZ.可能LZ你对车的要求有点过高了,这种价位下的车也不是豪车面面俱到那是不可能的.   ",正向
"主要还是买车时太急了,没看,之前看好傲虎,最后还是注重了内饰氛围和舒适性,不过让我重新选的话,我会忍痛放弃科雷傲选森林人,毕竟新科雷傲真的是好车     ",中性
"既然这样说我不建议你老婆买这车,内饰颜值比这好的多了去了 q3 gla 都适合女人开颜值内饰品牌都高 你说呢?    ",中性
"我选森林人,是觉得森林人正和我的要求一致,从外观到内饰,底盘高度,全时四驱,安全性,进口车...也是奇怪了,在我的30万预算内,真找不到第二个,是啊,要是预算五六十万,肯定买宝马...森林人的内饰是简单,但实用,没有无用的,免得满屏幕找信息...正面看森林人有些窄,要是和Q5一样宽,就更好了.侧面很好看,宝马也是这样的外观...    ",正向
"内饰简单不豪华,高速动力过120偏弱,无usb接口,目前就想到这些   ",中性
"内饰简单不豪华,高速动力过120偏弱,无usb接口,目前就想到这些   ",负向
"我一直认为斯巴鲁的内饰设计才叫车,别的牌子那是叫家具和电器而已",正向
就是2018款xv的内饰嘛,中性
那这十佳内饰评的也太水了,负向
"900不出奇,alcantara皮本来一米就要2,3k!一般是法拉利保时捷这些顶级车的内饰供应商,而且还是选配升级内饰的这种才会用alcantara的皮…… 其实不是真皮,但是比真皮还贵……摸过一次,手感确实爆炸……   ",正向
"13内饰已不逊于同档次的cRv,RAv4,奇骏了.差的是上一代车.很多人人云亦云,跟风瞎说.",正向
"5代机,按理除了平台,外形内饰升级外,动力也应该顺应时代增加蜗轮机比率:2.0入门,1.6T主打,2.0T顶配.不过话说回来,斯巴鲁主要市场在美利坚,他们更喜欢自吸2.5,3.0,3.6...之类的.",中性
"5代机,按理除了平台,外形内饰升级外,动力也应该顺应时代增加蜗轮机比率:2.0入门,1.6T主打,2.0T顶配.不过话说回来,斯巴鲁主要市场在美利坚,他们更喜欢自吸2.5,3.0,3.6...之类的.",负向
"刚提的2.0豪华,时尚就是外观时尚一点,多个尾翼和轮毂,内饰就多个拨片,2.0小屏幕显示比起2.5少太多功能,个人对獠牙前脸,换挡拨片也不是很有感觉,要是当时有2.5的钱就汉兰达了,所以,适合自己的就是最好的",正向
"刚提的2.0豪华,时尚就是外观时尚一点,多个尾翼和轮毂,内饰就多个拨片,2.0小屏幕显示比起2.5少太多功能,个人对獠牙前脸,换挡拨片也不是很有感觉,要是当时有2.5的钱就汉兰达了,所以,适合自己的就是最好的",中性
"我也没试驾过就提车了??????,现在一直在给我惊喜,你之前开好车的话,这车确实给不了你什么惊喜,但是个人觉得内饰什么的总会看腻的,只有操控性一直陪着你",中性
果断退!森烧机油内饰差配件贵皮薄漆软导航山寨没后出风变速箱啸叫!,负向
"当年驰鹏配3.6的H6鸡头,卖55万. 这次的这款概念车,就算配2.0T的DIT鸡头,估计价格也要在45左右. 不过想想7座,左右对称全时四驱,2.0T的Boxer引擎,还是很激动的. 关键是内饰别太过分就行.",中性
"这说法可靠吗,不是2.5特装新加了棕色内饰,难道这都不是原厂的.   ",中性
"如果到港后换装棕色座椅及其它棕皮内饰,额外的成本可想而知,我觉得商家以利益为先,可能性不大.    ",中性
"补充下,是08款2.0. 09年的车.现在是10万3千公里,7月估计10万5千左右.开的不多. 原厂出来就加了大包围一直用.车无事故,没怎么修过,车况很好,空调凉.内饰加了假碳纤维装饰,本人很爱惜车辆,少跑长途,基本广州市内开.有兴趣的找我聊聊. 捡便宜的就算了.9万多的市场价,不一定碰上无事故的.我要价不高,求有缘人. 谢谢求版主 手下留情.",中性
"肯定等新款,这马上换代了,外观大改,内饰大改,四驱系统升级,发动机升级,听说还有小排量涡轮,等换代车型出来,选择多了,买车就不会有遗憾",正向
"没关系,如果有强迫症的话就把门板内饰拆掉取出来,顺便还能做隔音",中性
"有,浅内饰与棕色内饰..我记不清楚   去家4S店 拿本森林人资料看 就知道了....不过,绝大多数店,都没有浅色与棕色内饰,调车要等一段时间吧",中性
"超维的底盘和越野性能不错,但内饰变速箱已过时；森林人是各方面较为均衡的SUV,兼顾了公路驾驶和轻度的越野.自驾游推荐森林人.",正向
"超维的底盘和越野性能不错,但内饰变速箱已过时；森林人是各方面较为均衡的SUV,兼顾了公路驾驶和轻度的越野.自驾游推荐森林人.",负向
"记错了...森林人只有2.5高配才有棕色内饰,没有其他颜色   ",中性
"你去网上看,外观大改,内饰跟新款翼豹内饰大致相同,动力跟四驱都有所提升   ",正向
"你去网上看,外观大改,内饰跟新款翼豹内饰大致相同,动力跟四驱都有所提升   ",中性
"好象H8就是用的ML底盘技术吧,就象它别的型号用CRV底盘一样.平台研发费钱COPY个应该不是太难.隔音用料内饰方面国产车没有进口税二十多万其实能造个挺好的车了,别忘了没有平台研发费用的分摊,二十多万造出个四五十万质感的车也不是难事.   ",中性
"今年车展后.斯巴鲁尼桑.这些cvt的竞争力在那些合资8at的车型涌入市场的大潮下越来越低.价格20多万的几款suv尺寸.变速箱,内饰都比斯巴鲁的强.不信你就看.日系suv可以拿出更好的at,但是必须是别的suv车企都换玩at日系卖不出去的时候.也就更新换代了.    ",正向
"傲虎内饰舒适度没的说,但是从路上考那种矮趴感真是让我受不了.",正向
"斯巴鲁喷烧机油,死八路,内饰差,油耗高",负向
"斯巴鲁可以喷进口车配件贵,内饰差,性价比不高,不保值,听说烧机油什么的",负向
"内饰差,噪音大,皮薄漆薄,烧机油,全时四驱油耗大,4AT太简陋,CVT太娘…暂时就想到这么多",负向
"谢谢,分析的很到位,选定2.5特装,主要是老婆不喜欢黑内饰   ",正向
"城市拥堵路况,昂科威1.5T会省油一点,内饰,舒适度也是昂科威的强项,但是它的精华款是2.0T的,与凯迪拉克同款机芯,美国品牌车重,要动力必需2.0T,当然价格也很美观.缺点么,1是外观不年轻老气,2是叫啥销子的质量隐患,有断轴风险.从楼主描述来看,天朝特供的昂科威更适合些.",正向
"城市拥堵路况,昂科威1.5T会省油一点,内饰,舒适度也是昂科威的强项,但是它的精华款是2.0T的,与凯迪拉克同款机芯,美国品牌车重,要动力必需2.0T,当然价格也很美观.缺点么,1是外观不年轻老气,2是叫啥销子的质量隐患,有断轴风险.从楼主描述来看,天朝特供的昂科威更适合些.",中性
"城市拥堵路况,昂科威1.5T会省油一点,内饰,舒适度也是昂科威的强项,但是它的精华款是2.0T的,与凯迪拉克同款机芯,美国品牌车重,要动力必需2.0T,当然价格也很美观.缺点么,1是外观不年轻老气,2是叫啥销子的质量隐患,有断轴风险.从楼主描述来看,天朝特供的昂科威更适合些.",负向
"当然选择森林人,外观方面仁者见仁,我觉得沉稳大气,不容易过时,内在更不用说,全时四驱,水平对置发动机,日本原装进口,用过你就知道性能有多好,唯一不足的就是内饰,略简陋,武汉市区也较拥堵,百公里油耗8.6L,高速跑100-110之间大概6.5L左右.",正向
"当然选择森林人,外观方面仁者见仁,我觉得沉稳大气,不容易过时,内在更不用说,全时四驱,水平对置发动机,日本原装进口,用过你就知道性能有多好,唯一不足的就是内饰,略简陋,武汉市区也较拥堵,百公里油耗8.6L,高速跑100-110之间大概6.5L左右.",负向
"我倒是比较看重新平台打造的更加安全的车身,还有内饰等.不过再加上鹰眼,那就等于如虎添翼,想想就爽啊,不过我去年刚买了16款了,等不急了,哈哈",正向
"欢迎入坑,买了就不要去想价格高不高这些事情了,好好享受森带来的爽滑吧",中性
"这个油还可以,价格便宜,品质也不错",正向
"怎么都比较关心这个问题? 换句话说,反正交易的价格最终我们买卖双方都很愉快.都很满意. 如果还要知道交易价格.私我吧,公共场所,就不说了??",正向
查了下… 价格好高端…… 我还是用手机导航把 哈哈哈哈哈哈     ,负向
"最关心的价格呢?如果可以,说说哪买的.",中性
这价格给我一个不买驰鹏的理由?,中性
"可是您要知道换代后加配鹰眼,价格也会高昂    ",负向
你的一谷并线辅助这套买哪家的?什么价格?    ,中性
"森林人比荣放好太多了,当然价格也好很多 丰田不知怎么搞的,整个车系全部丑的让人撇嘴",中性
"换代高配会有,不过价格也要上浮到落地33万以上了.",中性
"没省5万吧,省三万左右,而且价格还没细谈,应该可以再小点,但就是要等二个月.    ",中性
"这两样的价格4S倒是合理,5W-30机油价格就不厚道了,加上工时费,不弄你个8,9百元走不了路.   ",正向
"真心觉得楼主是个值人,敢于把价钱贴出来,很多人都是私信给价格.真心想买的的人就觉得不贵.不想买的,22万他都说贵.准新车,卖出去肯定会掉价,肯定心痛.看缘分吧.",中性
"你可以自己买瓶清洗剂,价格大概在20元左右,然后发动发动机加油门,把清洗剂喷洗进气口,效果是一样的",中性
"问车主就尴尬了,价格高了好还是低了好?我的12款2.5运动版也是2012年2月出厂,目前8万公里估价只有12万,机油正常保养需加带1升,发动机下部右侧有轻微渗油,其它无毛病,卖了意义不大,喜欢就好,一直开着吧!",中性
"问车主就尴尬了,价格高了好还是低了好?我的12款2.5运动版也是2012年2月出厂,目前8万公里估价只有12万,机油正常保养需加带1升,发动机下部右侧有轻微渗油,其它无毛病,卖了意义不大,喜欢就好,一直开着吧!",负向
"遇到同类了啊,我也是喜欢蔚揽跟森林人,心理更喜欢蔚揽,但是呢,销售那里价格下不来,要是再降一万我可能就买丐版的2.0t了,森林人呢,我同事好几个都是斯巴鲁,xv多一点,这个16森林人视觉是没有蔚蓝好看的,我个人觉得还没前两年的耐看,但是通过性高啊,四驱啊,再说了,最要命的是跟销售聊得火热,我是个爱面子的人,下一个车目标就是蔚揽R,贵个几万,没办法,谁让喜欢呢",负向
"遇到同类了啊,我也是喜欢蔚揽跟森林人,心理更喜欢蔚揽,但是呢,销售那里价格下不来,要是再降一万我可能就买丐版的2.0t了,森林人呢,我同事好几个都是斯巴鲁,xv多一点,这个16森林人视觉是没有蔚蓝好看的,我个人觉得还没前两年的耐看,但是通过性高啊,四驱啊,再说了,最要命的是跟销售聊得火热,我是个爱面子的人,下一个车目标就是蔚揽R,贵个几万,没办法,谁让喜欢呢",正向
